club_name,name,age,position,club_involved,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Burnley FC,Nahki Wells,28,Centre-Forward,QPR,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Burnley FC,Dwight McNeil,18,Left Winger,Burnley U23,-,in,Summer,0,Premier League,2018,2018/2019
Everton FC,Richarlison,21,Centre-Forward,Watford,£35.28m,in,Summer,35.28,Premier League,2018,2018/2019
Everton FC,Yerry Mina,23,Centre-Back,FC Barcelona,£27.23m,in,Summer,27.23,Premier League,2018,2018/2019
Everton FC,Lucas Digne,25,Left-Back,FC Barcelona,£18.18m,in,Summer,18.18,Premier League,2018,2018/2019
Everton FC,Kurt Zouma,23,Centre-Back,Chelsea,Loan fee:£7.11m,in,Summer,7.11,Premier League,2018,2018/2019
Everton FC,Andre Gomes,25,Central Midfield,FC Barcelona,Loan fee:£2.03m,in,Summer,2.03,Premier League,2018,2018/2019
Everton FC,Bernard,25,Left Winger,Shakhtar D.,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Everton FC,Beni Baningime,20,Central Midfield,Wigan,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Mason Holgate,22,Centre-Back,West Brom,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Kieran Dowell,21,Attacking Midfield,Sheffield Utd.,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Matthew Pennington,24,Centre-Back,Ipswich,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Muhamed Besic,26,Defensive Midfield,Middlesbrough,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Ashley Williams,34,Centre-Back,Stoke City,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Luke Garbutt,26,Left-Back,Oxford United,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Henry Onyekuru,21,Left Winger,RSC Anderlecht,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Kevin Mirallas,30,Right Winger,Olympiacos,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Sandro Rami≠rez,22,Centre-Forward,Sevilla FC,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Everton FC,Ademola Lookman,20,Left Winger,RB Leipzig,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Leicester City,James Maddison,21,Attacking Midfield,Norwich,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
Leicester City,Ricardo Pereira,24,Right-Back,FC Porto,£19.80m,in,Summer,19.8,Premier League,2018,2018/2019
Leicester City,Caglar Si∂y√ºnc√º,22,Centre-Back,SC Freiburg,£18.99m,in,Summer,18.99,Premier League,2018,2018/2019
Leicester City,Filip Benkovic,21,Centre-Back,Dinamo Zagreb,£13.05m,in,Summer,13.05,Premier League,2018,2018/2019
Leicester City,Danny Ward,25,Goalkeeper,Liverpool,£12.60m,in,Summer,12.6,Premier League,2018,2018/2019
Leicester City,Rachid Ghezzal,26,Right Winger,Monaco,£12.60m,in,Summer,12.6,Premier League,2018,2018/2019
Leicester City,Jonny Evans,30,Centre-Back,West Brom,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Leicester City,Callum Elder,24,Left-Back,Ipswich,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Leicester City,George Thomas,22,Attacking Midfield,Scunthorpe Utd.,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Leicester City,Bartosz Kapustka,22,Attacking Midfield,OH Leuven,"End of loanApr 2, 2019",in,Summer,0,Premier League,2018,2018/2019
Leicester City,Bartosz Kapustka,21,Attacking Midfield,SC Freiburg,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Leicester City,Nampalys Mendy,26,Defensive Midfield,OGC Nice,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Leicester City,Ahmed Musa,25,Left Winger,CSKA Moscow,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Yoshinori Muto,26,Centre-Forward,1.FSV Mainz 05,£9.63m,in,Summer,9.63,Premier League,2018,2018/2019
Newcastle United,Mikel Merino,22,Central Midfield,Bor. Dortmund,£6.30m,in,Summer,6.3,Premier League,2018,2018/2019
Newcastle United,Federico Ferni°ndez,29,Centre-Back,Swansea,£6.03m,in,Summer,6.03,Premier League,2018,2018/2019
Newcastle United,Martin Dubravka,29,Goalkeeper,Sparta Praha,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Newcastle United,Fabian Schi§r,26,Centre-Back,Dep. La Coru√±a,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Newcastle United,Salomon Rondon,28,Centre-Forward,West Brom,Loan fee:£1.98m,in,Summer,1.98,Premier League,2018,2018/2019
Newcastle United,Sung-yueng Ki,29,Defensive Midfield,Swansea,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Jack Colback,29,Defensive Midfield,Nottm Forest,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Dwight Gayle,28,Centre-Forward,West Brom,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Dan Barlaser,22,Central Midfield,Accrington,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Jacob Murphy,24,Right Winger,West Brom,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Rolando Aarons,23,Left Winger,Sheff Wed,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Achraf Lazaar,27,Left-Back,Sheff Wed,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Matz Sels,26,Goalkeeper,RSC Anderlecht,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Achraf Lazaar,26,Left-Back,Benevento,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Henri Saivet,27,Attacking Midfield,Sivasspor,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Newcastle United,Rolando Aarons,22,Left Winger,Hellas Verona,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Crystal Palace,Cheikhou Kouyate,28,Defensive Midfield,West Ham,£9.63m,in,Summer,9.63,Premier League,2018,2018/2019
Crystal Palace,Vicente Guaita,31,Goalkeeper,Getafe,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Crystal Palace,Max Meyer,22,Attacking Midfield,FC Schalke 04,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Crystal Palace,Jordan Ayew,26,Centre-Forward,Swansea,Loan,in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Jefferson Lerma,23,Defensive Midfield,Levante,£25.20m,in,Summer,25.2,Premier League,2018,2018/2019
AFC Bournemouth,Diego Rico,25,Left-Back,CD Leganes,£13.50m,in,Summer,13.5,Premier League,2018,2018/2019
AFC Bournemouth,David Brooks,20,Right Winger,Sheffield Utd.,£10.17m,in,Summer,10.17,Premier League,2018,2018/2019
AFC Bournemouth,Connor Mahoney,22,Right Winger,Birmingham,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Harry Arter,29,Central Midfield,Cardiff,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Aaron Ramsdale,21,Goalkeeper,AFC Wimbledon,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Marc Pugh,32,Left Winger,Hull City,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Tyrone Mings,26,Centre-Back,Aston Villa,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Mark Travers,19,Goalkeeper,Bournemouth U21,-,in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Sam Surridge,19,Centre-Forward,Bournemouth U21,-,in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Max Gradel,30,Left Winger,Toulouse,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
AFC Bournemouth,Benik Afobe,25,Centre-Forward,Wolves,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
West Ham United,Felipe Anderson,25,Left Winger,Lazio,£34.20m,in,Summer,34.2,Premier League,2018,2018/2019
West Ham United,Issa Diop,21,Centre-Back,Toulouse,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
West Ham United,Andriy Yarmolenko,28,Right Winger,Bor. Dortmund,£18.00m,in,Summer,18,Premier League,2018,2018/2019
West Ham United,Lukasz Fabianski,33,Goalkeeper,Swansea,£7.20m,in,Summer,7.2,Premier League,2018,2018/2019
West Ham United,Lucas Perez,29,Centre-Forward,Arsenal,£3.96m,in,Summer,3.96,Premier League,2018,2018/2019
West Ham United,Fabi·n Balbuena,26,Centre-Back,Corinthians,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
West Ham United,Xande Silva,21,Right Winger,Vit. Guimar√£es,£1.35m,in,Summer,1.35,Premier League,2018,2018/2019
West Ham United,Carlos Si°nchez,32,Defensive Midfield,Fiorentina,Free transfer,in,Summer,0,Premier League,2018,2018/2019
West Ham United,Jack Wilshere,26,Central Midfield,Arsenal,Free transfer,in,Summer,0,Premier League,2018,2018/2019
West Ham United,Ryan Fredericks,25,Right-Back,Fulham,Free transfer,in,Summer,0,Premier League,2018,2018/2019
West Ham United,Oladapo Afolayan,21,Centre-Forward,Oldham Athletic,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
West Ham United,Moses Makasi,23,Central Midfield,Stevenage,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
West Ham United,Grady Diangana,20,Left Winger,West Ham U23,-,in,Summer,0,Premier League,2018,2018/2019
West Ham United,Josh Cullen,23,Central Midfield,Charlton,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
West Ham United,Sam Byram,25,Right-Back,Nottm Forest,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
West Ham United,Jordan Hugill,26,Centre-Forward,Middlesbrough,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
West Ham United,Reece Oxford,19,Centre-Back,Bor. M'gladbach,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Gerard Deulofeu,24,Left Winger,FC Barcelona,£11.70m,in,Summer,11.7,Premier League,2018,2018/2019
Watford FC,Adam Masina,24,Left-Back,Bologna,£4.50m,in,Summer,4.5,Premier League,2018,2018/2019
Watford FC,Ben Foster,35,Goalkeeper,West Brom,£2.52m,in,Summer,2.52,Premier League,2018,2018/2019
Watford FC,Ken Sema,24,Left Midfield,√ñstersund,£2.03m,in,Summer,2.03,Premier League,2018,2018/2019
Watford FC,Marc Navarro,22,Right-Back,Espanyol,£1.80m,in,Summer,1.8,Premier League,2018,2018/2019
Watford FC,Ben Wilmot,18,Centre-Back,Stevenage,£1.53m,in,Summer,1.53,Premier League,2018,2018/2019
Watford FC,Domingos Quina,18,Central Midfield,West Ham,£990Th.,in,Summer,0.99,Premier League,2018,2018/2019
Watford FC,Kwasi Sibo,20,Central Midfield,Banants,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Watford FC,Jerome Sinclair,22,Centre-Forward,Oxford United,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Daniel Bachmann,24,Goalkeeper,Kilmarnock FC,"End of loanMay 20, 2019",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Adalberto Pei±aranda,21,Centre-Forward,M√°laga CF,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Pontus Dahlberg,19,Goalkeeper,IFK Goteborg,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Isaac Success,22,Left Winger,M√°laga CF,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Brice Dja Djedji©,27,Defensive Midfield,Lens,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Mauro Zi°rate,31,Centre-Forward,Velez Sarsfield,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Nordin Amrabat,31,Right Winger,CD Leganes,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Dimitri Foulquier,25,Right-Back,R. Strasbourg,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Obbi Oulare,22,Centre-Forward,Royal Antwerp,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Luis Sui°rez,20,Centre-Forward,R. Valladolid B,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Pervis Estupii±√°n,20,Left-Back,UD Almer√≠a,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Watford FC,Jorge Segura,21,Centre-Back,Indep. Medell√≠n,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Alireza Jahanbakhsh,24,Right Winger,AZ Alkmaar,£17.10m,in,Summer,17.1,Premier League,2018,2018/2019
Brighton & Hove Albion,Yves Bissouma,21,Central Midfield,LOSC Lille,£15.21m,in,Summer,15.21,Premier League,2018,2018/2019
Brighton & Hove Albion,Bernardo,23,Left-Back,RB Leipzig,£9.00m,in,Summer,9,Premier League,2018,2018/2019
Brighton & Hove Albion,Marti≠n Montoya,27,Right-Back,Valencia,£6.30m,in,Summer,6.3,Premier League,2018,2018/2019
Brighton & Hove Albion,Florin Andone,25,Centre-Forward,Dep. La Coru√±a,£5.40m,in,Summer,5.4,Premier League,2018,2018/2019
Brighton & Hove Albion,David Button,29,Goalkeeper,Fulham,£4.05m,in,Summer,4.05,Premier League,2018,2018/2019
Brighton & Hove Albion,Dan Burn,26,Centre-Back,Wigan,£3.20m,in,Summer,3.2,Premier League,2018,2018/2019
Brighton & Hove Albion,Percy Tau,24,Centre-Forward,Sundowns,£2.88m,in,Summer,2.88,Premier League,2018,2018/2019
Brighton & Hove Albion,Anders Dreyer,20,Right Winger,Esbjerg fB,£1.98m,in,Summer,1.98,Premier League,2018,2018/2019
Brighton & Hove Albion,Peter Gwargis,17,Left Winger,Jonk√∂ping,£1.35m,in,Summer,1.35,Premier League,2018,2018/2019
Brighton & Hove Albion,Billy Arce,20,Left Winger,Independiente,£774Th.,in,Summer,0.774,Premier League,2018,2018/2019
Brighton & Hove Albion,Leo iñstigard,18,Centre-Back,Molde,£100Th.,in,Summer,0.1,Premier League,2018,2018/2019
Brighton & Hove Albion,Leon Balogun,30,Centre-Back,1.FSV Mainz 05,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Jason Steele,27,Goalkeeper,Sunderland,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Anders Dreyer,21,Right Winger,St. Mirren,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Ben White,21,Centre-Back,Peterborough,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Richie Towell,27,Central Midfield,Rotherham,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Tomer Hemed,32,Centre-Forward,QPR,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Ben White,20,Centre-Back,Brighton U23,-,in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Christian Walton,23,Goalkeeper,Wigan,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Mathias Normann,22,Central Midfield,Molde,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Soufyan Ahannach,22,Attacking Midfield,Sparta R.,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Huddersfield Town,Terence Kongolo,24,Centre-Back,Monaco,£18.00m,in,Summer,18,Premier League,2018,2018/2019
Huddersfield Town,Adama Diakhaby,22,Left Winger,Monaco,£9.00m,in,Summer,9,Premier League,2018,2018/2019
Huddersfield Town,Ramadan Sobhi,21,Left Winger,Stoke City,£5.85m,in,Summer,5.85,Premier League,2018,2018/2019
Huddersfield Town,Florent Hadergjonaj,23,Right-Back,FC Ingolstadt,£4.50m,in,Summer,4.5,Premier League,2018,2018/2019
Huddersfield Town,Juninho Bacuna,20,Central Midfield,FC Groningen,£2.25m,in,Summer,2.25,Premier League,2018,2018/2019
Huddersfield Town,Isaac Mbenza,22,Left Winger,Montpellier,Loan fee:£2.25m,in,Summer,2.25,Premier League,2018,2018/2019
Huddersfield Town,Jonas Li∂ssl,29,Goalkeeper,1.FSV Mainz 05,£2.25m,in,Summer,2.25,Premier League,2018,2018/2019
Huddersfield Town,Ben Hamer,30,Goalkeeper,Leicester,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Huddersfield Town,Erik Durm,26,Left-Back,Bor. Dortmund,Free transfer,in,Summer,0,Premier League,2018,2018/2019
Huddersfield Town,Ryan Schofield,19,Goalkeeper,Notts County,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Huddersfield Town,Rajiv van La Parra,27,Left Winger,Middlesbrough,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
