club_name,name,age,position,club_involved,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Huddersfield Town,Jack Payne,24,Attacking Midfield,Bradford,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Jannik Vestergaard,25,Centre-Back,Bor. M'gladbach,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
Southampton FC,Mohamed Elyounoussi,23,Left Winger,FC Basel,£16.20m,in,Summer,16.2,Premier League,2018,2018/2019
Southampton FC,Angus Gunn,22,Goalkeeper,Man City,£10.17m,in,Summer,10.17,Premier League,2018,2018/2019
Southampton FC,Stuart Armstrong,26,Attacking Midfield,Celtic,£7.16m,in,Summer,7.16,Premier League,2018,2018/2019
Southampton FC,Danny Ings,26,Centre-Forward,Liverpool,Loan,in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Harrison Reed,24,Defensive Midfield,Blackburn,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Sam McQueen,24,Left-Back,Middlesbrough,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Steven Davis,34,Central Midfield,Rangers,"End of loanMay 20, 2019",in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Jake Hesketh,23,Attacking Midfield,MK Dons,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Jordy Clasie,27,Defensive Midfield,Club Brugge,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Southampton FC,Florin Gardos,29,Centre-Back,CS U Craiova,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Adama Traore,22,Right Winger,Middlesbrough,£18.00m,in,Summer,18,Premier League,2018,2018/2019
Wolverhampton Wanderers,Rui Patri≠cio,30,Goalkeeper,Sporting CP,£16.20m,in,Summer,16.2,Premier League,2018,2018/2019
Wolverhampton Wanderers,Diogo Jota,21,Left Winger,Atletico Madrid,£12.60m,in,Summer,12.6,Premier League,2018,2018/2019
Wolverhampton Wanderers,Willy Boly,27,Centre-Back,FC Porto,£10.80m,in,Summer,10.8,Premier League,2018,2018/2019
Wolverhampton Wanderers,Benik Afobe,25,Centre-Forward,Bournemouth,£10.26m,in,Summer,10.26,Premier League,2018,2018/2019
Wolverhampton Wanderers,Joi£o Moutinho,31,Central Midfield,Monaco,£5.04m,in,Summer,5.04,Premier League,2018,2018/2019
Wolverhampton Wanderers,Leo Bonatini,24,Centre-Forward,Hilal,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Wolverhampton Wanderers,Rai∫l Jimenez,27,Centre-Forward,Benfica,Loan fee:£2.70m,in,Summer,2.7,Premier League,2018,2018/2019
Wolverhampton Wanderers,Ri∫ben Vinagre,19,Left-Back,Monaco,£2.03m,in,Summer,2.03,Premier League,2018,2018/2019
Wolverhampton Wanderers,Leander Dendoncker,23,Defensive Midfield,RSC Anderlecht,Loan fee:£1.35m,in,Summer,1.35,Premier League,2018,2018/2019
Wolverhampton Wanderers,Max Kilman,21,Centre-Back,Maidenhead Utd.,?,in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Jonny Otto,24,Left-Back,Atletico Madrid,Loan,in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Joe Mason,27,Centre-Forward,Colorado,"End of loanJul 13, 2018",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Leo Bonatini,25,Centre-Forward,Nottm Forest,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Harry Burgoyne,22,Goalkeeper,Falkirk FC,"End of loanMay 5, 2019",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Ethan Ebanks-Landell,26,Centre-Back,Rochdale,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Bright Enobakhare,21,Centre-Forward,Coventry,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Kortney Hause,23,Centre-Back,Aston Villa,"End of loanJun 30, 2019",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Jordan Graham,24,Left Winger,Oxford United,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Paul Gladon,26,Centre-Forward,Heracles Almelo,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Prince Oniangue,29,Defensive Midfield,SCO Angers,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Duckens Nazon,24,Centre-Forward,Oldham Athletic,"End of loanJun 30, 2018",in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Josh Murphy,23,Left Winger,Norwich,£10.26m,in,Summer,10.26,Premier League,2018,2018/2019
Cardiff City,Bobby Reid,25,Second Striker,Bristol City,£10.22m,in,Summer,10.22,Premier League,2018,2018/2019
Cardiff City,Alex Smithies,28,Goalkeeper,QPR,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Cardiff City,Greg Cunningham,27,Left-Back,Preston NE,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Cardiff City,Vi≠ctor Camarasa,24,Central Midfield,Real Betis,Loan,in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Harry Arter,28,Central Midfield,Bournemouth,Loan,in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Jack McKay,22,Centre-Forward,Chesterfield FC,"End of loanJun 30, 2019",in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Omar Bogle,26,Centre-Forward,Portsmouth,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Ciaron Brown,21,Centre-Back,Livingston FC,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Lee Tomlin,30,Second Striker,Peterborough,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Gary Madine,28,Centre-Forward,Sheffield Utd.,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Cardiff City,Paul McKay,22,Defensive Midfield,Morecambe FC,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Fulham FC,Jean Michai´l Seri,26,Central Midfield,OGC Nice,£27.00m,in,Summer,27,Premier League,2018,2018/2019
Fulham FC,Andre Zambo Anguissa,22,Defensive Midfield,Marseille,£22.37m,in,Summer,22.37,Premier League,2018,2018/2019
Fulham FC,Aleksandar Mitrovic,23,Centre-Forward,Newcastle,£22.23m,in,Summer,22.23,Premier League,2018,2018/2019
Fulham FC,Alfie Mawson,24,Centre-Back,Swansea,£15.17m,in,Summer,15.17,Premier League,2018,2018/2019
Fulham FC,Joe Bryan,24,Left-Back,Bristol City,£6.03m,in,Summer,6.03,Premier League,2018,2018/2019
Fulham FC,Fabri,30,Goalkeeper,Besiktas,£5.40m,in,Summer,5.4,Premier League,2018,2018/2019
Fulham FC,Maxime Le Marchand,28,Centre-Back,OGC Nice,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Fulham FC,Andre Schiºrrle,27,Left Winger,Bor. Dortmund,Loan fee:£360Th.,in,Summer,0.36,Premier League,2018,2018/2019
Fulham FC,Calum Chambers,23,Centre-Back,Arsenal,Loan,in,Summer,0,Premier League,2018,2018/2019
Fulham FC,Sergio Rico,24,Goalkeeper,Sevilla FC,Loan,in,Summer,0,Premier League,2018,2018/2019
Fulham FC,Luciano Vietto,24,Centre-Forward,Atletico Madrid,Loan,in,Summer,0,Premier League,2018,2018/2019
Fulham FC,Timothy Fosu-Mensah,20,Right-Back,Man Utd,Loan,in,Summer,0,Premier League,2018,2018/2019
Fulham FC,Stefan Johansen,28,Central Midfield,West Brom,"End of loanMay 31, 2019",in,Summer,0,Premier League,2018,2018/2019
Manchester City,Ante Palaversa,18,Defensive Midfield,Hajduk Split,£5.67m,in,Winter,5.67,Premier League,2018,2018/2019
Manchester City,Ko Itakura,21,Centre-Back,Kawasaki Front.,£990Th.,in,Winter,0.99,Premier League,2018,2018/2019
Manchester City,Yangel Herrera,20,Defensive Midfield,NYCFC,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Manchester City,Marlos Moreno,22,Left Winger,Flamengo,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Manchester City,Anthony Ci°ceres,26,Central Midfield,Melbourne City,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Manchester United,Joel Pereira,22,Goalkeeper,Vit√≥ria Set√∫bal,"End of loanJan 9, 2019",in,Winter,0,Premier League,2018,2018/2019
Liverpool FC,Taiwo Awoniyi,21,Centre-Forward,KAA Gent,"End of loanJan 11, 2019",in,Winter,0,Premier League,2018,2018/2019
Liverpool FC,Ben Woodburn,19,Attacking Midfield,Sheffield Utd.,"End of loanJan 9, 2019",in,Winter,0,Premier League,2018,2018/2019
Liverpool FC,Connor Randall,23,Right-Back,Rochdale,"End of loanJan 1, 2019",in,Winter,0,Premier League,2018,2018/2019
Liverpool FC,Ovie Ejaria,21,Central Midfield,Rangers,"End of loanDec 15, 2018",in,Winter,0,Premier League,2018,2018/2019
Chelsea FC,Christian Pulisic,20,Left Winger,Bor. Dortmund,£57.60m,in,Winter,57.6,Premier League,2018,2018/2019
Chelsea FC,Gonzalo Higuai≠n,31,Centre-Forward,Juventus,Loan fee:£7.02m,in,Winter,7.02,Premier League,2018,2018/2019
Chelsea FC,Abdul Rahman Baba,24,Left-Back,FC Schalke 04,"End of loanJan 28, 2019",in,Winter,0,Premier League,2018,2018/2019
Chelsea FC,Lewis Baker,23,Central Midfield,Leeds,"End of loanJan 8, 2019",in,Winter,0,Premier League,2018,2018/2019
Chelsea FC,Matt Miazga,23,Centre-Back,FC Nantes,"End of loanJan 24, 2019",in,Winter,0,Premier League,2018,2018/2019
Chelsea FC,Michy Batshuayi,25,Centre-Forward,Valencia,"End of loanJan 30, 2019",in,Winter,0,Premier League,2018,2018/2019
Chelsea FC,Callum Hudson-Odoi,18,Left Winger,Chelsea U23,-,in,Winter,0,Premier League,2018,2018/2019
Chelsea FC,Jamal Blackman,25,Goalkeeper,Leeds,"End of loanNov 16, 2018",in,Winter,0,Premier League,2018,2018/2019
Arsenal FC,Denis Sui°rez,25,Attacking Midfield,FC Barcelona,Loan fee:£2.25m,in,Winter,2.25,Premier League,2018,2018/2019
Arsenal FC,Eddie Nketiah,19,Centre-Forward,Arsenal U23,-,in,Winter,0,Premier League,2018,2018/2019
Burnley FC,Peter Crouch,38,Centre-Forward,Stoke City,Free transfer,in,Winter,0,Premier League,2018,2018/2019
Burnley FC,Ntumba Massanka,22,Centre-Forward,Dover Athletic,"End of loanJan 1, 2019",in,Winter,0,Premier League,2018,2018/2019
Burnley FC,Jonathan Walters,35,Right Winger,Ipswich,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Everton FC,Cuco Martina,29,Right-Back,Stoke City,"End of loanJan 30, 2019",in,Winter,0,Premier League,2018,2018/2019
Everton FC,Yannick Bolasie,29,Left Winger,Aston Villa,"End of loanJan 21, 2019",in,Winter,0,Premier League,2018,2018/2019
Leicester City,Youri Tielemans,21,Central Midfield,Monaco,Loan,in,Winter,0,Premier League,2018,2018/2019
Leicester City,Harvey Barnes,21,Left Midfield,West Brom,"End of loanJan 11, 2019",in,Winter,0,Premier League,2018,2018/2019
Newcastle United,Miguel Almiri≥n,24,Attacking Midfield,Atlanta United,£21.60m,in,Winter,21.6,Premier League,2018,2018/2019
Newcastle United,Antonio Barreca,23,Left-Back,Monaco,Loan fee:£1.04m,in,Winter,1.04,Premier League,2018,2018/2019
Newcastle United,Sean Longstaff,21,Central Midfield,Newcastle U23,-,in,Winter,0,Premier League,2018,2018/2019
Newcastle United,Jamie Sterry,23,Right-Back,Crewe Alexandra,"End of loanMar 13, 2019",in,Winter,0,Premier League,2018,2018/2019
Newcastle United,Rolando Aarons,23,Left Winger,Slovan Liberec,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Crystal Palace,Michy Batshuayi,25,Centre-Forward,Chelsea,Loan fee:£1.04m,in,Winter,1.04,Premier League,2018,2018/2019
Crystal Palace,Bakary Sako,30,Left Winger,West Brom,Free transfer,in,Winter,0,Premier League,2018,2018/2019
Crystal Palace,Lucas Perri,21,Goalkeeper,S√£o Paulo,Loan,in,Winter,0,Premier League,2018,2018/2019
Crystal Palace,Jaroslaw Jach,24,Centre-Back,C. Rizespor,"End of loanJan 31, 2019",in,Winter,0,Premier League,2018,2018/2019
Crystal Palace,Ryan Inniss,23,Centre-Back,Dundee FC,"End of loanJan 31, 2019",in,Winter,0,Premier League,2018,2018/2019
Crystal Palace,Jordon Mutch,27,Central Midfield,Vancouver,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
AFC Bournemouth,Dominic Solanke,21,Centre-Forward,Liverpool,£19.08m,in,Winter,19.08,Premier League,2018,2018/2019
AFC Bournemouth,Chris Mepham,21,Centre-Back,Brentford,£12.24m,in,Winter,12.24,Premier League,2018,2018/2019
AFC Bournemouth,Nathaniel Clyne,27,Right-Back,Liverpool,Loan,in,Winter,0,Premier League,2018,2018/2019
AFC Bournemouth,Emerson Hyndman,22,Central Midfield,Hibernian FC,"End of loanJan 1, 2019",in,Winter,0,Premier League,2018,2018/2019
AFC Bournemouth,Kyle Taylor,19,Central Midfield,Bournemouth U21,-,in,Winter,0,Premier League,2018,2018/2019
West Ham United,Sead Haksabanovic,19,Left Midfield,M√°laga CF,"End of loanJan 16, 2019",in,Winter,0,Premier League,2018,2018/2019
West Ham United,Samir Nasri,31,Attacking Midfield,Ban,-,in,Winter,0,Premier League,2018,2018/2019
Watford FC,Filip Stuparevic,18,Centre-Forward,Vozdovac,£2.03m,in,Winter,2.03,Premier League,2018,2018/2019
Watford FC,Louis Yamfam,20,Midfielder,Royston Town,Free transfer,in,Winter,0,Premier League,2018,2018/2019
Watford FC,Jerome Sinclair,22,Centre-Forward,Sunderland,"End of loanJan 10, 2019",in,Winter,0,Premier League,2018,2018/2019
Watford FC,Tommie Hoban,25,Centre-Back,Aberdeen FC,"End of loanFeb 20, 2019",in,Winter,0,Premier League,2018,2018/2019
Watford FC,Jorge Segura,21,Centre-Back,Indep. Medell√≠n,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Watford FC,Valber Huerta,25,Centre-Back,Huachipato FC,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Alexis Mac Allister,20,Attacking Midfield,Argentinos Jrs.,£7.20m,in,Winter,7.2,Premier League,2018,2018/2019
Brighton & Hove Albion,Jan Mlakar,20,Centre-Forward,NK Maribor,£2.70m,in,Winter,2.7,Premier League,2018,2018/2019
Brighton & Hove Albion,Tudor Baluta,19,Defensive Midfield,FC Viitorul,£2.61m,in,Winter,2.61,Premier League,2018,2018/2019
Brighton & Hove Albion,Billy Arce,20,Left Winger,Extremadura,"End of loanJan 9, 2019",in,Winter,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Dan Burn,26,Centre-Back,Wigan,"End of loanJan 1, 2019",in,Winter,0,Premier League,2018,2018/2019
Brighton & Hove Albion,Oliver Norwood,27,Central Midfield,Sheffield Utd.,"End of loanJan 3, 2019",in,Winter,0,Premier League,2018,2018/2019
Huddersfield Town,Karlan Grant,21,Centre-Forward,Charlton,£1.53m,in,Winter,1.53,Premier League,2018,2018/2019
Huddersfield Town,Jason Puncheon,32,Attacking Midfield,Crystal Palace,Loan,in,Winter,0,Premier League,2018,2018/2019
Huddersfield Town,Joel Coleman,23,Goalkeeper,Shrewsbury,"End of loanJan 10, 2019",in,Winter,0,Premier League,2018,2018/2019
Southampton FC,Ryan Seager,22,Centre-Forward,Telstar,"End of loanJan 7, 2019",in,Winter,0,Premier League,2018,2018/2019
Southampton FC,Josh Sims,21,Right Winger,Reading,"End of loanJan 7, 2019",in,Winter,0,Premier League,2018,2018/2019
Southampton FC,Jake Hesketh,22,Attacking Midfield,Burton Albion,"End of loanJan 2, 2019",in,Winter,0,Premier League,2018,2018/2019
Southampton FC,Yan Valery,19,Right-Back,Southampton U23,-,in,Winter,0,Premier League,2018,2018/2019
Southampton FC,Michael Obafemi,18,Centre-Forward,Southampton U23,-,in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Jonny Otto,24,Left-Back,Atletico Madrid,£18.45m,in,Winter,18.45,Premier League,2018,2018/2019
Wolverhampton Wanderers,Aaron Collins,21,Centre-Forward,Colchester Utd.,"End of loanJan 2, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Benik Afobe,25,Centre-Forward,Stoke City,"End of loanJan 3, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Jack Ruddy,21,Goalkeeper,Jumilla,"End of loanJan 4, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Ben Stevenson,21,Central Midfield,Jumilla,"End of loanJan 19, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Bright Enobakhare,20,Centre-Forward,Kilmarnock FC,"End of loanJan 6, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Phil Ofosu-Ayeh,27,Right-Back,Hansa Rostock,"End of loanJan 30, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Paul Gladon,26,Centre-Forward,Sint-Truiden,"End of loanJan 1, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Joe Mason,27,Centre-Forward,Portsmouth,"End of loanJan 2, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Connor Ronan,20,Central Midfield,Walsall,"End of loanJan 1, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Danny Batth,28,Centre-Back,Middlesbrough,"End of loanJan 28, 2019",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Harry Burgoyne,21,Goalkeeper,Plymouth,"End of loanDec 7, 2018",in,Winter,0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Jordan Graham,23,Left Winger,Ipswich,"End of loanDec 31, 2018",in,Winter,0,Premier League,2018,2018/2019
Cardiff City,Emiliano Sala,28,Centre-Forward,FC Nantes,£15.30m,in,Winter,15.3,Premier League,2018,2018/2019
Cardiff City,Leandro Bacuna,27,Central Midfield,Reading,£3.11m,in,Winter,3.11,Premier League,2018,2018/2019
Cardiff City,Oumar Niasse,28,Centre-Forward,Everton,Loan,in,Winter,0,Premier League,2018,2018/2019
Cardiff City,Omar Bogle,26,Centre-Forward,Birmingham,"End of loanJan 27, 2019",in,Winter,0,Premier League,2018,2018/2019
Cardiff City,Stuart O'Keefe,27,Central Midfield,Plymouth,"End of loanJan 5, 2019",in,Winter,0,Premier League,2018,2018/2019
Cardiff City,Rhys Healey,24,Centre-Forward,MK Dons,"End of loanJan 5, 2019",in,Winter,0,Premier League,2018,2018/2019
Fulham FC,Ryan Babel,32,Left Winger,Besiktas,£1.80m,in,Winter,1.8,Premier League,2018,2018/2019
Fulham FC,Havard Nordtveit,28,Centre-Back,TSG Hoffenheim,Loan fee:£900Th.,in,Winter,0.9,Premier League,2018,2018/2019
Fulham FC,Lazar Markovic,24,Right Winger,Liverpool,Free transfer,in,Winter,0,Premier League,2018,2018/2019
Fulham FC,Marcelo Djali≥,25,Centre-Back,Extremadura,"End of loanJan 31, 2019",in,Winter,0,Premier League,2018,2018/2019
Fulham FC,Cauley Woodrow,24,Attacking Midfield,Barnsley FC,"End of loanJan 2, 2019",in,Winter,0,Premier League,2018,2018/2019
