club_name,name,age,position,club_involved,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Chelsea FC,Christian Pulisic,20,Left Winger,Bor. Dortmund,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Chelsea FC,Kenneth Omeruo,25,Centre-Back,CD Leganes,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Chelsea FC,Ola Aina,22,Right-Back,Torino,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Chelsea FC,Tiemoue Bakayoko,24,Defensive Midfield,AC Milan,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Chelsea FC,Eduardo,36,Goalkeeper,Vitesse,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Chelsea FC,Kenedy,23,Left Winger,Newcastle,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Chelsea FC,Michy Batshuayi,25,Centre-Forward,Crystal Palace,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Tottenham Hotspur,Tanguy Ndombele,22,Central Midfield,Olympique Lyon,-£54.00m,in,Summer,54,Premier League,2019,2019/2020
Tottenham Hotspur,Ryan Sessegnon,19,Left Midfield,Fulham,-£24.30m,in,Summer,24.3,Premier League,2019,2019/2020
Tottenham Hotspur,Giovani Lo Celso,23,Central Midfield,Real Betis,-Loan fee:£14.40m,in,Summer,14.4,Premier League,2019,2019/2020
Tottenham Hotspur,Jack Clarke,18,Right Winger,Leeds,-£9.90m,in,Summer,9.9,Premier League,2019,2019/2020
Tottenham Hotspur,Michel Vorm,35,Goalkeeper,Without Club,--,in,Summer,0,Premier League,2019,2019/2020
Tottenham Hotspur,Georges-Kevin N'Koudou,24,Left Winger,Monaco,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,Nicolas Pepe,24,Right Winger,LOSC Lille,-£72.00m,in,Summer,72,Premier League,2019,2019/2020
Arsenal FC,William Saliba,18,Centre-Back,Saint-√âtienne,-£27.00m,in,Summer,27,Premier League,2019,2019/2020
Arsenal FC,Kieran Tierney,22,Left-Back,Celtic,-£24.30m,in,Summer,24.3,Premier League,2019,2019/2020
Arsenal FC,David Luiz,32,Centre-Back,Chelsea,-£7.83m,in,Summer,7.83,Premier League,2019,2019/2020
Arsenal FC,Gabriel Martinelli,18,Left Winger,Ituano,-£6.03m,in,Summer,6.03,Premier League,2019,2019/2020
Arsenal FC,Dani Ceballos,22,Central Midfield,Real Madrid,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,Reiss Nelson,19,Right Winger,Arsenal U23,--,in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,Joe Willock,19,Central Midfield,Arsenal U23,--,in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,Bukayo Saka,17,Left Winger,Arsenal U23,--,in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,Konstantinos Mavropanos,22,Centre-Back,1.FC Nuremberg,"-End of loanJul 12, 2020",in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,Takuma Asano,24,Left Winger,Hannover 96,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Arsenal FC,David Ospina,30,Goalkeeper,SSC Napoli,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Manchester United,Harry Maguire,26,Centre-Back,Leicester,-£78.30m,in,Summer,78.3,Premier League,2019,2019/2020
Manchester United,Aaron Wan-Bissaka,21,Right-Back,Crystal Palace,-£49.50m,in,Summer,49.5,Premier League,2019,2019/2020
Manchester United,Daniel James,21,Left Winger,Swansea,-£15.30m,in,Summer,15.3,Premier League,2019,2019/2020
Manchester United,Joel Pereira,23,Goalkeeper,Heart of Midl.,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Manchester United,Cameron Borthwick-Jackson,23,Left-Back,Oldham Athletic,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Manchester United,Brandon Williams,18,Left-Back,Man Utd U18,--,in,Summer,0,Premier League,2019,2019/2020
Manchester United,Mason Greenwood,17,Right Winger,Man Utd U18,--,in,Summer,0,Premier League,2019,2019/2020
Manchester United,Tahith Chong,19,Right Winger,Man Utd U23,--,in,Summer,0,Premier League,2019,2019/2020
Manchester United,Joel Pereira,23,Goalkeeper,KV Kortrijk,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Rai∫l Jimenez,28,Centre-Forward,Benfica,-£34.20m,in,Summer,34.2,Premier League,2019,2019/2020
Wolverhampton Wanderers,Patrick Cutrone,21,Centre-Forward,AC Milan,-£19.80m,in,Summer,19.8,Premier League,2019,2019/2020
Wolverhampton Wanderers,Pedro Neto,19,Left Winger,Lazio,-£16.11m,in,Summer,16.11,Premier League,2019,2019/2020
Wolverhampton Wanderers,Leander Dendoncker,24,Defensive Midfield,RSC Anderlecht,-£12.42m,in,Summer,12.42,Premier League,2019,2019/2020
Wolverhampton Wanderers,Bruno Jordi£o,20,Central Midfield,Lazio,-£8.01m,in,Summer,8.01,Premier League,2019,2019/2020
Wolverhampton Wanderers,Renat Dadashov,20,Centre-Forward,Estoril,-£450Th.,in,Summer,0.45,Premier League,2019,2019/2020
Wolverhampton Wanderers,Jesi∫s Vallejo,22,Centre-Back,Real Madrid,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Luke Matheson,17,Right-Back,Rochdale,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Jordan Graham,25,Left Winger,Gillingham FC,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Connor Ronan,22,Central Midfield,Blackpool,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Will Norris,26,Goalkeeper,Ipswich,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Roderick Miranda,28,Centre-Back,Olympiacos,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Rafa Mir,22,Centre-Forward,UD Las Palmas,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Ming-Yang Yang,23,Central Midfield,Jumilla,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Sylvain Deslandes,22,Centre-Back,Jumilla,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Michal Zyro,26,Centre-Forward,Pogon Szczecin,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Phil Ofosu-Ayeh,27,Right-Back,Wurzb. Kickers,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Wolverhampton Wanderers,Jack Ruddy,21,Goalkeeper,UD Sanse,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Alex Iwobi,23,Left Winger,Arsenal,-£27.36m,in,Summer,27.36,Premier League,2019,2019/2020
Everton FC,Moise Kean,19,Centre-Forward,Juventus,-£24.75m,in,Summer,24.75,Premier League,2019,2019/2020
Everton FC,Andre Gomes,25,Central Midfield,FC Barcelona,-£22.50m,in,Summer,22.5,Premier League,2019,2019/2020
Everton FC,Jean-Philippe Gbamin,23,Defensive Midfield,1.FSV Mainz 05,-£22.50m,in,Summer,22.5,Premier League,2019,2019/2020
Everton FC,Fabian Delph,29,Central Midfield,Man City,-£8.55m,in,Summer,8.55,Premier League,2019,2019/2020
Everton FC,Djibril Sidibe,27,Right-Back,Monaco,-Loan fee:£2.25m,in,Summer,2.25,Premier League,2019,2019/2020
Everton FC,Jonas Lossl,30,Goalkeeper,Huddersfield,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Everton FC,Yannick Bolasie,30,Left Winger,Sporting CP,"-End of loanApr 22, 2020",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Luke Garbutt,27,Left-Back,Ipswich,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Muhamed Besic,27,Defensive Midfield,Sheffield Utd.,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Henry Onyekuru,22,Left Winger,Galatasaray,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Shani Tarashaj,24,Second Striker,Grasshoppers,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Kevin Mirallas,31,Right Winger,Fiorentina,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Nikola Vlasic,21,Attacking Midfield,CSKA Moscow,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Sandro Rami≠rez,23,Centre-Forward,Real Sociedad,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Oumar Niasse,29,Centre-Forward,Cardiff,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Cuco Martina,29,Right-Back,Feyenoord,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Everton FC,Yannick Bolasie,30,Left Winger,RSC Anderlecht,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Leicester City,Youri Tielemans,22,Central Midfield,Monaco,-£40.50m,in,Summer,40.5,Premier League,2019,2019/2020
Leicester City,Ayoze Perez,25,Right Winger,Newcastle,-£30.06m,in,Summer,30.06,Premier League,2019,2019/2020
Leicester City,Dennis Praet,25,Central Midfield,Sampdoria,-£17.28m,in,Summer,17.28,Premier League,2019,2019/2020
Leicester City,James Justin,21,Right-Back,Luton,-£6.03m,in,Summer,6.03,Premier League,2019,2019/2020
Leicester City,Callum Hulme,18,Midfielder,Bury,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Leicester City,Islam Slimani,31,Centre-Forward,Fenerbahce,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Leicester City,Filip Benkovic,21,Centre-Back,Celtic,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Leicester City,Fousseni Diabate,23,Right Winger,Sivasspor,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Leicester City,Andy King,30,Central Midfield,Derby,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
West Ham United,Sebastien Haller,25,Centre-Forward,E. Frankfurt,-£45.00m,in,Summer,45,Premier League,2019,2019/2020
West Ham United,Pablo Fornals,23,Attacking Midfield,Villarreal,-£25.20m,in,Summer,25.2,Premier League,2019,2019/2020
West Ham United,Albian Ajeti,22,Centre-Forward,FC Basel,-£7.83m,in,Summer,7.83,Premier League,2019,2019/2020
West Ham United,Gonißalo Cardoso,18,Centre-Back,Boavista,-£2.70m,in,Summer,2.7,Premier League,2019,2019/2020
West Ham United,Roberto,33,Goalkeeper,Espanyol,#NAME?,in,Summer,0,Premier League,2019,2019/2020
West Ham United,David Martin,33,Goalkeeper,Millwall,#NAME?,in,Summer,0,Premier League,2019,2019/2020
West Ham United,Edimilson Fernandes,23,Central Midfield,Fiorentina,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
West Ham United,Reece Oxford,20,Centre-Back,FC Augsburg,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,IsmaiØla Sarr,21,Right Winger,Stade Rennais,-£27.00m,in,Summer,27,Premier League,2019,2019/2020
Watford FC,Craig Dawson,29,Centre-Back,West Brom,-£5.40m,in,Summer,5.4,Premier League,2019,2019/2020
Watford FC,Tom Dele-Bashiru,19,Central Midfield,Man City U23,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Watford FC,Danny Welbeck,28,Centre-Forward,Arsenal,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Watford FC,Cucho Herni°ndez,20,Centre-Forward,SD Huesca,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Ben Wilmot,19,Centre-Back,Udinese Calcio,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Filip Stuparevic,18,Centre-Forward,Vozdovac,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Marvin Zeegelaar,28,Left-Back,Udinese Calcio,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Stefano Okaka,29,Centre-Forward,Udinese Calcio,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Dimitri Foulquier,26,Right-Back,Getafe,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Obbi Oulare,23,Centre-Forward,Standard Li√®ge,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Pervis Estupii±√°n,21,Left-Back,RCD Mallorca,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Dodi Lukebakio,21,Right Winger,F. Dusseldorf,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Luis Sui°rez,21,Centre-Forward,Gimn√†stic,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Watford FC,Kwasi Sibo,21,Central Midfield,KF Sk√´nderbeu,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Crystal Palace,James McCarthy,28,Central Midfield,Everton,-£2.97m,in,Summer,2.97,Premier League,2019,2019/2020
Crystal Palace,Jordan Ayew,27,Centre-Forward,Swansea,-£2.52m,in,Summer,2.52,Premier League,2019,2019/2020
Crystal Palace,Vi≠ctor Camarasa,25,Central Midfield,Real Betis,-Loan fee:£1.35m,in,Summer,1.35,Premier League,2019,2019/2020
Crystal Palace,Stephen Henderson,31,Goalkeeper,Nottm Forest,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Crystal Palace,Gary Cahill,33,Centre-Back,Chelsea,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Crystal Palace,Ryan Inniss,24,Centre-Back,Newport County,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Crystal Palace,Jaroslaw Jach,25,Centre-Back,Sheriff,"-End of loanAug 29, 2019",in,Summer,0,Premier League,2019,2019/2020
Crystal Palace,Jason Puncheon,33,Attacking Midfield,Huddersfield,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Crystal Palace,Alexander Sorloth,23,Centre-Forward,KAA Gent,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Newcastle United,Joelinton,22,Centre-Forward,TSG Hoffenheim,-£39.60m,in,Summer,39.6,Premier League,2019,2019/2020
Newcastle United,Allan Saint-Maximin,22,Left Winger,OGC Nice,-£16.20m,in,Summer,16.2,Premier League,2019,2019/2020
Newcastle United,Emil Krafth,25,Right-Back,Amiens SC,-£4.86m,in,Summer,4.86,Premier League,2019,2019/2020
Newcastle United,Jetro Willems,25,Left-Back,E. Frankfurt,-Loan fee:£900Th.,in,Summer,0.9,Premier League,2019,2019/2020
Newcastle United,Jake Turner,20,Goalkeeper,Bolton,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Newcastle United,Andy Carroll,30,Centre-Forward,West Ham,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Newcastle United,Dan Barlaser,23,Central Midfield,Rotherham,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Newcastle United,Rolando Aarons,24,Left Winger,Motherwell FC,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Newcastle United,Matthew Longstaff,19,Defensive Midfield,Newcastle U23,--,in,Summer,0,Premier League,2019,2019/2020
Newcastle United,Henri Saivet,28,Attacking Midfield,Bursaspor,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
AFC Bournemouth,Arnaut Danjuma,22,Left Winger,Club Brugge,-£16.20m,in,Summer,16.2,Premier League,2019,2019/2020
AFC Bournemouth,Philip Billing,23,Central Midfield,Huddersfield,-£14.85m,in,Summer,14.85,Premier League,2019,2019/2020
AFC Bournemouth,Lloyd Kelly,20,Left-Back,Bristol City,-£13.32m,in,Summer,13.32,Premier League,2019,2019/2020
AFC Bournemouth,Jack Stacey,23,Right-Back,Luton,-£4.01m,in,Summer,4.01,Premier League,2019,2019/2020
AFC Bournemouth,Harry Wilson,22,Right Winger,Liverpool,-Loan fee:£2.43m,in,Summer,2.43,Premier League,2019,2019/2020
AFC Bournemouth,Jermain Defoe,37,Centre-Forward,Rangers,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
AFC Bournemouth,Matt Butcher,23,Central Midfield,St. Johnstone,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
AFC Bournemouth,Nnamdi Ofoborh,19,Central Midfield,Bournemouth U21,--,in,Summer,0,Premier League,2019,2019/2020
Burnley FC,Jay Rodri≠guez,29,Centre-Forward,West Brom,-£5.00m,in,Summer,5,Premier League,2019,2019/2020
Burnley FC,Bailey Peacock-Farrell,22,Goalkeeper,Leeds,-£2.48m,in,Summer,2.48,Premier League,2019,2019/2020
Burnley FC,Erik Pieters,30,Left-Back,Stoke City,-£990Th.,in,Summer,0.99,Premier League,2019,2019/2020
Burnley FC,Danny Drinkwater,29,Central Midfield,Chelsea,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Burnley FC,Aiden O'Neill,20,Central Midfield,Central Coast,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Burnley FC,Ntumba Massanka,22,Centre-Forward,RWDM,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Danny Ings,26,Centre-Forward,Liverpool,-£19.98m,in,Summer,19.98,Premier League,2019,2019/2020
Southampton FC,Che Adams,22,Centre-Forward,Birmingham,-£15.03m,in,Summer,15.03,Premier League,2019,2019/2020
Southampton FC,Moussa Djenepo,21,Left Winger,Standard Li√®ge,-£14.13m,in,Summer,14.13,Premier League,2019,2019/2020
Southampton FC,Kevin Danso,20,Centre-Back,FC Augsburg,-Loan fee:£3.60m,in,Summer,3.6,Premier League,2019,2019/2020
Southampton FC,Jack Rose,25,Goalkeeper,Walsall,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Jake Hesketh,24,Attacking Midfield,Lincoln City,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Guido Carrillo,28,Centre-Forward,CD Leganes,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Sofiane Boufal,25,Left Winger,Celta de Vigo,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Jordy Clasie,28,Defensive Midfield,Feyenoord,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Wesley Hoedt,25,Centre-Back,Celta de Vigo,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Southampton FC,Cedric Soares,27,Right-Back,Inter,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Adam Webster,24,Centre-Back,Bristol City,-£20.00m,in,Summer,20,Premier League,2019,2019/2020
Brighton & Hove Albion,Neal Maupay,22,Centre-Forward,Brentford,-£20.00m,in,Summer,20,Premier League,2019,2019/2020
Brighton & Hove Albion,Leandro Trossard,24,Left Winger,KRC Genk,-£18.00m,in,Summer,18,Premier League,2019,2019/2020
Brighton & Hove Albion,Matt Clarke,22,Centre-Back,Portsmouth,-£3.51m,in,Summer,3.51,Premier League,2019,2019/2020
Brighton & Hove Albion,Aaron Mooy,28,Central Midfield,Huddersfield,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Leon Balogun,31,Centre-Back,Wigan,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Aaron Connolly,19,Centre-Forward,Brighton U23,--,in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Steven Alzate,20,Attacking Midfield,Brighton U23,--,in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Ales Mateju,23,Right-Back,Brescia,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Percy Tau,25,Centre-Forward,Saint Gilloise,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Markus Suttner,32,Left-Back,F. Dusseldorf,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Alexis Mac Allister,20,Attacking Midfield,Argentinos Jrs.,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Billy Arce,20,Left Winger,CS Emelec,"-End of loanJun 2, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Ezequiel Schelotto,30,Right-Back,Chievo Verona,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Tudor Baluta,20,Defensive Midfield,FC Viitorul,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Brighton & Hove Albion,Jan Mlakar,20,Centre-Forward,NK Maribor,"-End of loanJun 30, 2019",in,Summer,0,Premier League,2019,2019/2020
Norwich City,Ralf Fi§hrmann,30,Goalkeeper,FC Schalke 04,-Loan fee:£2.70m,in,Summer,2.7,Premier League,2019,2019/2020
Norwich City,Sam Byram,25,Right-Back,West Ham,-£747Th.,in,Summer,0.747,Premier League,2019,2019/2020
Norwich City,Daniel Adshead,17,Central Midfield,Rochdale,-£302Th.,in,Summer,0.302,Premier League,2019,2019/2020
Norwich City,Josip Drmic,26,Centre-Forward,Bor. M'gladbach,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Norwich City,Patrick Roberts,22,Right Winger,Man City,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Norwich City,Rocky Bushiri,19,Centre-Back,KV Oostende,-?,in,Summer,0,Premier League,2019,2019/2020
Norwich City,Ibrahim Amadou,26,Defensive Midfield,Sevilla FC,#NAME?,in,Summer,0,Premier League,2019,2019/2020
Norwich City,Mason Bloomfield,23,Centre-Forward,Crawley Town,"-End of loanMay 31, 2020",in,Summer,0,Premier League,2019,2019/2020
