club_name,name,age,position,club_involved,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Sheffield United,Regan Slater,20,Defensive Midfield,Sheff Utd U23,-,in,Summer,0,Premier League,2020,2020/2021
Sheffield United,Callum Robinson,25,Centre-Forward,West Brom,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Sheffield United,Ravel Morrison,27,Attacking Midfield,Middlesbrough,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Sheffield United,Mark Duffy,34,Right Midfield,ADO Den Haag,"End of loanJun 30, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Ibrahima Diallo,21,Defensive Midfield,Stade Brest 29,£13.50m,in,Summer,13.5,Premier League,2020,2020/2021
Southampton FC,Kyle Walker-Peters,23,Right-Back,Spurs,£11.97m,in,Summer,11.97,Premier League,2020,2020/2021
Southampton FC,Mohammed Salisu,21,Centre-Back,Real Valladolid,£10.80m,in,Summer,10.8,Premier League,2020,2020/2021
Southampton FC,Theo Walcott,31,Right Winger,Everton,loan transfer,in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Mario Lemina,27,Defensive Midfield,Fulham,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Jake Hesketh,25,Attacking Midfield,Crawley Town,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Angus Gunn,25,Goalkeeper,Stoke City,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Jake Vokins,21,Left-Back,Sunderland,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Josh Sims,24,Right Winger,Doncaster,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Yan Valery,22,Right-Back,Birmingham,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Jake Vokins,20,Left-Back,Southampton B,-,in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Harry Lewis,22,Goalkeeper,Southampton B,-,in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Nathan Tella,20,Right Winger,Southampton B,-,in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Dan N'Lundulu,21,Centre-Forward,Southampton B,-,in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Fraser Forster,32,Goalkeeper,Celtic,"End of loanJun 30, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Josh Sims,23,Right Winger,NY Red Bulls,"End of loanJun 30, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Harrison Reed,25,Central Midfield,Fulham,"End of loanAug 5, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Guido Carrillo,29,Centre-Forward,CD Leganes,"End of loanJul 20, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Wesley Hoedt,26,Centre-Back,Royal Antwerp,"End of loanJun 30, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Mario Lemina,26,Defensive Midfield,Galatasaray,"End of loanAug 3, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Cedric Soares,28,Right-Back,Arsenal,"End of loanJun 30, 2020",in,Summer,0,Premier League,2020,2020/2021
Southampton FC,Maya Yoshida,32,Centre-Back,Sampdoria,"End of loanAug 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Giovani Lo Celso,24,Central Midfield,Real Betis,£28.80m,in,Summer,28.8,Premier League,2020,2020/2021
Tottenham Hotspur,Sergio Reguili≥n,23,Left-Back,Real Madrid,£27.00m,in,Summer,27,Premier League,2020,2020/2021
Tottenham Hotspur,Matt Doherty,28,Right-Back,Wolves,£15.12m,in,Summer,15.12,Premier League,2020,2020/2021
Tottenham Hotspur,Pierre-Emile Hojbjerg,25,Central Midfield,Southampton,£14.94m,in,Summer,14.94,Premier League,2020,2020/2021
Tottenham Hotspur,Joe Rodon,22,Centre-Back,Swansea,£10.89m,in,Summer,10.89,Premier League,2020,2020/2021
Tottenham Hotspur,Carlos Vini≠cius,25,Centre-Forward,Benfica,Loan fee:£2.70m,in,Summer,2.7,Premier League,2020,2020/2021
Tottenham Hotspur,Joe Hart,33,Goalkeeper,Burnley,free transfer,in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Gareth Bale,31,Right Winger,Real Madrid,loan transfer,in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Oliver Skipp,20,Defensive Midfield,Norwich,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Cameron Carter-Vickers,23,Centre-Back,Bournemouth,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Kazaiah Sterling,22,Centre-Forward,Morton,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Kyle Walker-Peters,23,Right-Back,Southampton,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Cameron Carter-Vickers,22,Centre-Back,Luton,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Tottenham Hotspur,Danny Rose,30,Left-Back,Newcastle,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Karlan Grant,23,Centre-Forward,Huddersfield,£14.85m,in,Summer,14.85,Premier League,2020,2020/2021
West Bromwich Albion,Grady Diangana,22,Left Winger,West Ham,£12.15m,in,Summer,12.15,Premier League,2020,2020/2021
West Bromwich Albion,Matheus Pereira,24,Right Winger,Sporting CP,£7.43m,in,Summer,7.43,Premier League,2020,2020/2021
West Bromwich Albion,Cedric Kipri©,23,Centre-Back,Wigan,£990Th.,in,Summer,0.99,Premier League,2020,2020/2021
West Bromwich Albion,David Button,31,Goalkeeper,Brighton,£990Th.,in,Summer,0.99,Premier League,2020,2020/2021
West Bromwich Albion,Branislav Ivanovic,36,Centre-Back,Zenit S-Pb,free transfer,in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Callum Robinson,25,Centre-Forward,Sheff Utd,?,in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Conor Gallagher,20,Central Midfield,Chelsea U23,loan transfer,in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Filip Krovinovic,25,Attacking Midfield,Benfica,loan transfer,in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Alex Palmer,24,Goalkeeper,Lincoln City,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Charlie Austin,31,Centre-Forward,QPR,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Rekeem Harper,21,Central Midfield,Birmingham,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
West Bromwich Albion,Oliver Burke,23,Right Winger,Alaves,"End of loanJul 20, 2020",in,Summer,0,Premier League,2020,2020/2021
West Ham United,Tomas Soucek,25,Defensive Midfield,Slavia Prague,£14.58m,in,Summer,14.58,Premier League,2020,2020/2021
West Ham United,Vladimir Coufal,28,Right-Back,Slavia Prague,£5.40m,in,Summer,5.4,Premier League,2020,2020/2021
West Ham United,SaiØd Benrahma,25,Left Winger,Brentford,Loan fee:£3.96m,in,Summer,3.96,Premier League,2020,2020/2021
West Ham United,Craig Dawson,30,Centre-Back,Watford,loan transfer,in,Summer,0,Premier League,2020,2020/2021
West Ham United,Winston Reid,32,Centre-Back,Brentford,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
West Ham United,Ben Johnson,20,Right-Back,West Ham U23,-,in,Summer,0,Premier League,2020,2020/2021
West Ham United,Sead Haksabanovic,21,Left Winger,Norrk√∂ping,"End of loanJun 11, 2020",in,Summer,0,Premier League,2020,2020/2021
West Ham United,Jordan Hugill,28,Centre-Forward,QPR,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
West Ham United,Josh Cullen,24,Defensive Midfield,Charlton,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
West Ham United,Grady Diangana,22,Left Winger,West Brom,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
West Ham United,Roberto,34,Goalkeeper,Alaves,"End of loanJul 20, 2020",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Fi°bio Silva,18,Centre-Forward,FC Porto,£36.00m,in,Summer,36,Premier League,2020,2020/2021
Wolverhampton Wanderers,Nelson Semedo,26,Right-Back,FC Barcelona,£27.00m,in,Summer,27,Premier League,2020,2020/2021
Wolverhampton Wanderers,Ki-Jana Hoever,18,Right-Back,Liverpool U23,£8.82m,in,Summer,8.82,Premier League,2020,2020/2021
Wolverhampton Wanderers,Marißal,31,Left-Back,Olympique Lyon,£1.80m,in,Summer,1.8,Premier League,2020,2020/2021
Wolverhampton Wanderers,Toti Gomes,21,Centre-Back,Estoril Praia,£900Th.,in,Summer,0.9,Premier League,2020,2020/2021
Wolverhampton Wanderers,Matija Sarkic,23,Goalkeeper,Aston Villa,free transfer,in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Vitinha,20,Central Midfield,FC Porto,loan transfer,in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Rayan AiØt Nouri,19,Left-Back,SCO Angers,loan transfer,in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Matija Sarkic,23,Goalkeeper,Shrewsbury,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Luke Matheson,18,Right-Back,Ipswich,"End of loanMay 31, 2021",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Renat Dadashov,21,Centre-Forward,Grasshoppers,"End of loanOct 8, 2020",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Helder Costa,26,Right Winger,Leeds,"End of loanJun 30, 2020",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Leo Bonatini,26,Centre-Forward,Vit. Guimar√£es,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Roderick Miranda,29,Centre-Back,Famalic√£o,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Ryan Bennett,30,Centre-Back,Leicester,"End of loanJul 31, 2020",in,Summer,0,Premier League,2020,2020/2021
Arsenal FC,Martin iòdegaard,22,Attacking Midfield,Real Madrid,Loan fee:£1.80m,in,Winter,1.8,Premier League,2020,2020/2021
Arsenal FC,Mathew Ryan,28,Goalkeeper,Brighton,loan transfer,in,Winter,0,Premier League,2020,2020/2021
Arsenal FC,Dejan Iliev,25,Goalkeeper,Shrewsbury,"End of loanJan 31, 2021",in,Winter,0,Premier League,2020,2020/2021
Aston Villa,Morgan Sanson,26,Central Midfield,Marseille,£14.22m,in,Winter,14.22,Premier League,2020,2020/2021
Brighton & Hove Albion,Moises Caicedo,19,Central Midfield,Independiente,£4.50m,in,Winter,4.5,Premier League,2020,2020/2021
Brighton & Hove Albion,Percy Tau,26,Attacking Midfield,RSC Anderlecht,"End of loanJan 7, 2021",in,Winter,0,Premier League,2020,2020/2021
Brighton & Hove Albion,Glenn Murray,37,Centre-Forward,Watford,"End of loanJan 31, 2021",in,Winter,0,Premier League,2020,2020/2021
Brighton & Hove Albion,Viktor gyˆkeres,22,Centre-Forward,Swansea,"End of loanJan 14, 2021",in,Winter,0,Premier League,2020,2020/2021
Brighton & Hove Albion,Michal Karbownik,19,Left-Back,Legia Warszawa,"End of loanJan 17, 2021",in,Winter,0,Premier League,2020,2020/2021
Brighton & Hove Albion,Jakub Moder,21,Central Midfield,Lech Poznan,"End of loanDec 31, 2020",in,Winter,0,Premier League,2020,2020/2021
Burnley FC,Richard Nartey,22,Centre-Back,Without Club,-,in,Winter,0,Premier League,2020,2020/2021
Chelsea FC,Lucas Piazon,26,Left Winger,Rio Ave FC,"End of loanJan 13, 2021",in,Winter,0,Premier League,2020,2020/2021
Crystal Palace,Jean-Philippe Mateta,23,Centre-Forward,1.FSV Mainz 05,Loan fee:£3.15m,in,Winter,3.15,Premier League,2020,2020/2021
Crystal Palace,Jaroslaw Jach,26,Centre-Back,Fortuna Sittard,"End of loanDec 31, 2020",in,Winter,0,Premier League,2020,2020/2021
Everton FC,Joshua King,29,Second Striker,Bournemouth,?,in,Winter,0,Premier League,2020,2020/2021
Fulham FC,Josh Maja,22,Centre-Forward,G. Bordeaux,loan transfer,in,Winter,0,Premier League,2020,2020/2021
Leeds United,Jordan Stevens,20,Right Midfield,Swindon Town,"End of loanJan 7, 2021",in,Winter,0,Premier League,2020,2020/2021
Leeds United,Robbie Gotts,21,Right-Back,Lincoln City,"End of loanJan 14, 2021",in,Winter,0,Premier League,2020,2020/2021
Leicester City,Matty James,29,Central Midfield,Barnsley FC,"End of loanJan 5, 2021",in,Winter,0,Premier League,2020,2020/2021
Leicester City,Filip Benkovic,23,Centre-Back,Cardiff,"End of loanJan 6, 2021",in,Winter,0,Premier League,2020,2020/2021
Liverpool FC,Ozan Kabak,20,Centre-Back,FC Schalke 04,Loan fee:£990Th.,in,Winter,0.99,Premier League,2020,2020/2021
Liverpool FC,Ben Davies,25,Centre-Back,Preston,£513Th.,in,Winter,0.513,Premier League,2020,2020/2021
Liverpool FC,Ben Woodburn,21,Attacking Midfield,Blackpool,"End of loanJan 17, 2021",in,Winter,0,Premier League,2020,2020/2021
Manchester City,Filip Stevanovic,18,Left Winger,Partizan,£7.65m,in,Winter,7.65,Premier League,2020,2020/2021
Manchester City,Ante Palaversa,20,Defensive Midfield,Getafe,"End of loanJan 25, 2021",in,Winter,0,Premier League,2020,2020/2021
Manchester City,Patrick Roberts,23,Right Winger,Middlesbrough,"End of loanJan 31, 2021",in,Winter,0,Premier League,2020,2020/2021
Manchester City,Daniel Arzani,22,Left Winger,FC Utrecht,"End of loanJan 25, 2021",in,Winter,0,Premier League,2020,2020/2021
Manchester United,Amad Diallo,18,Right Winger,Atalanta BC,£18.90m,in,Winter,18.9,Premier League,2020,2020/2021
Manchester United,Tahith Chong,21,Right Winger,Werder Bremen,"End of loanJan 30, 2021",in,Winter,0,Premier League,2020,2020/2021
Newcastle United,Joe Willock,21,Central Midfield,Arsenal,loan transfer,in,Winter,0,Premier League,2020,2020/2021
Sheffield United,Jake Eastwood,24,Goalkeeper,Kilmarnock FC,"End of loanJan 1, 2021",in,Winter,0,Premier League,2020,2020/2021
Southampton FC,Takumi Minamino,26,Left Winger,Liverpool,loan transfer,in,Winter,0,Premier League,2020,2020/2021
West Bromwich Albion,Mbaye Diagne,29,Centre-Forward,Galatasaray,Loan fee:£1.42m,in,Winter,1.42,Premier League,2020,2020/2021
West Bromwich Albion,Robert Snodgrass,33,Right Winger,West Ham,£99Th.,in,Winter,0.099,Premier League,2020,2020/2021
West Bromwich Albion,Andy Lonergan,37,Goalkeeper,Stoke City,free transfer,in,Winter,0,Premier League,2020,2020/2021
West Bromwich Albion,Okay Yokuslu,26,Defensive Midfield,Celta de Vigo,loan transfer,in,Winter,0,Premier League,2020,2020/2021
West Bromwich Albion,Ainsley Maitland-Niles,23,Right Midfield,Arsenal,loan transfer,in,Winter,0,Premier League,2020,2020/2021
West Bromwich Albion,Kenneth Zohore,26,Centre-Forward,Millwall,"End of loanJan 16, 2021",in,Winter,0,Premier League,2020,2020/2021
West Ham United,SaiØd Benrahma,25,Left Winger,Brentford,£20.79m,in,Winter,20.79,Premier League,2020,2020/2021
West Ham United,Jesse Lingard,28,Right Winger,Man Utd,Loan fee:£1.53m,in,Winter,1.53,Premier League,2020,2020/2021
West Ham United,Frederik Alves,21,Centre-Back,Silkeborg IF,£1.44m,in,Winter,1.44,Premier League,2020,2020/2021
West Ham United,Winston Reid,32,Centre-Back,Kansas,"End of loanDec 31, 2020",in,Winter,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Willian Jose,29,Centre-Forward,Real Sociedad,loan transfer,in,Winter,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Morgan Gibbs-White,20,Central Midfield,Swansea,"End of loanJan 6, 2021",in,Winter,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Patrick Cutrone,23,Centre-Forward,Fiorentina,"End of loanJan 7, 2021",in,Winter,0,Premier League,2020,2020/2021
Wolverhampton Wanderers,Rueben Vinagre,21,Left-Back,Olympiacos,"End of loanDec 31, 2020",in,Winter,0,Premier League,2020,2020/2021
